Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
United States,Money Supply M0,1969-05-31T00:00:00,73400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1969-06-30T00:00:00,73500,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1969-07-31T00:00:00,73700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1969-08-31T00:00:00,73800,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1969-09-30T00:00:00,73800,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1969-10-31T00:00:00,74400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1969-11-30T00:00:00,75600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1969-12-31T00:00:00,76800,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-01-31T00:00:00,76400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-02-28T00:00:00,75200,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-03-31T00:00:00,75300,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-04-30T00:00:00,76300,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-05-31T00:00:00,76600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-06-30T00:00:00,76900,Monthly,UNITEDSTAMONSUPM0,2015-04-25T21:12:00
United States,Money Supply M0,1970-07-31T00:00:00,78000,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-08-31T00:00:00,78200,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-09-30T00:00:00,78700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-10-31T00:00:00,78700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-11-30T00:00:00,79500,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1970-12-31T00:00:00,81000,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-01-31T00:00:00,81200,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-02-28T00:00:00,80600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-03-31T00:00:00,80800,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-04-30T00:00:00,81600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-05-31T00:00:00,82400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-06-30T00:00:00,82900,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-07-31T00:00:00,84200,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-08-31T00:00:00,84100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-09-30T00:00:00,84400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-10-31T00:00:00,84700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-11-30T00:00:00,85500,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1971-12-31T00:00:00,86800,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-01-31T00:00:00,87200,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-02-29T00:00:00,86100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-03-31T00:00:00,86700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-04-30T00:00:00,87900,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-05-31T00:00:00,88500,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-06-30T00:00:00,88900,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-07-31T00:00:00,90100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-08-31T00:00:00,90100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-09-30T00:00:00,90200,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-10-31T00:00:00,91400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-11-30T00:00:00,90500,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1972-12-31T00:00:00,91400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-01-31T00:00:00,91700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-02-28T00:00:00,90300,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-03-31T00:00:00,91100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-04-30T00:00:00,92600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-05-31T00:00:00,93100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-06-30T00:00:00,93700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-07-31T00:00:00,95600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-08-31T00:00:00,95800,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-09-30T00:00:00,96200,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-10-31T00:00:00,97500,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-11-30T00:00:00,98300,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1973-12-31T00:00:00,100100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-01-31T00:00:00,100400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-02-28T00:00:00,99100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-03-31T00:00:00,99600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-04-30T00:00:00,101700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-05-31T00:00:00,102800,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-06-30T00:00:00,103600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-07-31T00:00:00,105100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-08-31T00:00:00,105000,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-09-30T00:00:00,105300,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-10-31T00:00:00,105700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-11-30T00:00:00,106900,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1974-12-31T00:00:00,108600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-01-31T00:00:00,107700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-02-28T00:00:00,105500,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-03-31T00:00:00,105700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-04-30T00:00:00,106800,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-05-31T00:00:00,107000,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-06-30T00:00:00,108400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-07-31T00:00:00,109500,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-08-31T00:00:00,109100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-09-30T00:00:00,109200,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-10-31T00:00:00,109700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-11-30T00:00:00,111100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1975-12-31T00:00:00,113100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-01-31T00:00:00,111900,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-02-29T00:00:00,110600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-03-31T00:00:00,111300,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-04-30T00:00:00,113100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-05-31T00:00:00,113600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-06-30T00:00:00,114400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-07-31T00:00:00,115600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-08-31T00:00:00,115500,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-09-30T00:00:00,115600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-10-31T00:00:00,116600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-11-30T00:00:00,118300,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1976-12-31T00:00:00,120300,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-01-31T00:00:00,119700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-02-28T00:00:00,117800,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-03-31T00:00:00,118700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-04-30T00:00:00,120600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-05-31T00:00:00,121000,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-06-30T00:00:00,121800,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-07-31T00:00:00,124100,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-08-31T00:00:00,124200,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-09-30T00:00:00,124400,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-10-31T00:00:00,125700,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-11-30T00:00:00,127600,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
United States,Money Supply M0,1977-12-31T00:00:00,129900,Monthly,UNITEDSTAMONSUPM0,2021-07-27T08:13:00
